Timestamp,Inquiries,PreviousInquiries,Salesperson,Product,AgeGroup,Gender,Country,ReferralSource,Continent,Hour,TargetInquiries,Sales,ForecastedSales,HttpMethod,StatusCode,Url,UserAgent,IPAddress,RequestSize
2025-01-22 14:00:00,0,5,Tshepo,AI-Automation,45-54,Female,Japan,Website,Asia,14,7,5,5,POST,201,/api/submit,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",10.0.9.228,2469
2025-01-22 17:00:00,4,2,Tshepo,AI-Automation,25-34,Other,USA,Website,North America,17,13,16,17,POST,201,/api/submit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",10.0.251.236,1666
2025-01-22 21:00:00,9,6,Naledi,AI-Chatbot,25-34,Other,Germany,Social Media,Europe,21,2,29,30,PUT,200,/api/update,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",172.16.141.73,1398
2025-01-22 22:00:00,5,9,Tshepo,AI-Automation,18-24,Other,Australia,Direct,Oceania,22,3,22,23,PUT,200,/api/update,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",172.16.121.127,1586
2025-01-22 22:00:00,6,5,Tshepo,AI-Analytics,55+,Other,UK,Partner,Europe,22,4,24,25,PUT,200,/api/update,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",172.16.126.114,1060
2025-01-22 23:00:00,5,4,Lerato,AI-Automation,18-24,Other,Germany,Direct,Europe,23,3,17,16,POST,404,/api/error,Python-urllib/3.9,192.168.48.196,820
2025-01-23 01:00:00,3,2,Momphitisi,AI-Automation,45-54,Other,Brazil,Website,South America,1,2,13,12,POST,500,/api/error,curl/7.68.0,192.168.13.222,1351
2025-01-23 01:00:00,5,3,Naledi,AI-Vision,35-44,Male,Japan,Social Media,Asia,1,2,16,15,POST,201,/api/submit,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",10.0.173.41,2237
2025-01-23 01:00:00,2,4,Lerato,AI-Analytics,35-44,Other,USA,Partner,North America,1,2,7,7,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.228.195,697
2025-01-23 01:00:00,4,3,Naledi,AI-Analytics,35-44,Other,South Africa,Direct,Africa,1,2,17,16,GET,404,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.52.83,643
2025-01-23 04:00:00,6,6,Tshepo,AI-Analytics,25-34,Male,South Africa,Partner,Africa,4,2,22,23,PUT,400,/api/update,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",172.16.102.96,1496
2025-01-23 06:00:00,5,2,Tshepo,AI-Vision,55+,Female,USA,Direct,North America,6,0,20,19,PUT,200,/api/update,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",172.16.14.215,1303
2025-01-23 06:00:00,6,5,Lerato,AI-Automation,25-34,Female,India,Social Media,Asia,6,2,23,22,GET,200,/api/inquiries,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.99.144,331
2025-01-23 09:00:00,6,2,Naledi,AI-Vision,45-54,Female,Kenya,Partner,Africa,9,21,20,19,POST,201,/api/submit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",10.0.5.152,2366
2025-01-23 10:00:00,6,5,Lerato,AI-Vision,25-34,Male,Kenya,Website,Africa,10,6,26,27,PUT,200,/api/update,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",172.16.28.67,1582
2025-01-23 15:00:00,2,6,Momphitisi,AI-Vision,18-24,Female,Brazil,Email Campaign,South America,15,3,13,13,GET,200,/api/inquiries,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.247.74,722
2025-01-23 17:00:00,3,3,Naledi,AI-Chatbot,55+,Other,Germany,Social Media,Europe,17,9,17,18,POST,201,/api/submit,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",10.0.26.167,1534
2025-01-23 18:00:00,5,4,Tshepo,AI-Analytics,45-54,Other,South Africa,Social Media,Africa,18,5,20,19,POST,201,/api/submit,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",10.0.140.233,2143
2025-01-23 18:00:00,5,1,Lerato,AI-Chatbot,55+,Other,Brazil,Website,South America,18,2,19,19,POST,404,/api/error,curl/7.68.0,192.168.31.213,1004
2025-01-23 23:00:00,3,8,Naledi,AI-Vision,55+,Other,Kenya,Social Media,Africa,23,5,10,10,PUT,200,/api/update,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",172.16.145.83,1621
2025-01-23 23:00:00,6,0,Naledi,AI-Analytics,25-34,Female,UK,Social Media,Europe,23,1,22,23,PUT,200,/api/update,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",172.16.17.144,1334
2025-01-24 01:00:00,7,1,Naledi,AI-Automation,55+,Other,Brazil,Social Media,South America,1,3,24,24,PUT,200,/api/update,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",172.16.202.9,1774
2025-01-24 02:00:00,7,3,Momphitisi,AI-Vision,55+,Female,Nigeria,Direct,Africa,2,4,28,28,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.117.251,318
2025-01-24 02:00:00,7,8,Momphitisi,AI-Vision,45-54,Female,UK,Email Campaign,Europe,2,3,24,25,GET,500,/api/error,Python-urllib/3.9,192.168.144.136,507
2025-01-24 02:00:00,8,1,Tshepo,AI-Chatbot,35-44,Male,USA,Email Campaign,North America,2,3,26,25,POST,201,/api/submit,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",10.0.61.146,2033
2025-01-24 03:00:00,6,1,Naledi,AI-Automation,18-24,Female,Kenya,Email Campaign,Africa,3,2,22,22,GET,500,/api/error,Python-urllib/3.9,192.168.129.111,735
2025-01-24 05:00:00,4,0,Tshepo,AI-Vision,18-24,Female,India,Social Media,Asia,5,0,20,20,GET,500,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.78.70,1276
2025-01-24 05:00:00,8,1,Momphitisi,AI-Vision,55+,Other,Japan,Social Media,Asia,5,5,27,26,GET,200,/api/inquiries,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.188.84,341
2025-01-24 07:00:00,6,2,Naledi,AI-Chatbot,35-44,Other,Brazil,Partner,South America,7,1,22,22,POST,201,/api/submit,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",10.0.105.102,2293
2025-01-24 12:00:00,8,7,Kagiso,AI-Chatbot,55+,Other,Nigeria,Email Campaign,Africa,12,16,29,29,PUT,200,/api/update,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",172.16.155.184,1690
2025-01-24 15:00:00,7,3,Lerato,AI-Analytics,35-44,Male,India,Direct,Asia,15,10,29,30,GET,500,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.229.81,591
2025-01-24 16:00:00,3,3,Naledi,AI-Analytics,35-44,Other,Germany,Website,Europe,16,12,13,13,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.26.115,585
2025-01-24 16:00:00,5,5,Momphitisi,AI-Vision,18-24,Male,Brazil,Direct,South America,16,9,19,19,PUT,200,/api/update,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",172.16.212.34,1685
2025-01-24 16:00:00,5,4,Naledi,AI-Vision,45-54,Female,Brazil,Partner,South America,16,15,18,19,GET,200,/api/inquiries,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.116.122,744
2025-01-24 19:00:00,5,8,Naledi,AI-Automation,25-34,Female,UK,Direct,Europe,19,3,16,16,PUT,200,/api/update,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",172.16.131.171,1163
2025-01-24 21:00:00,4,5,Lerato,AI-Automation,18-24,Female,Japan,Direct,Asia,21,1,15,15,GET,500,/api/error,Python-urllib/3.9,192.168.207.104,1490
2025-01-25 01:00:00,2,3,Tshepo,AI-Automation,35-44,Male,Germany,Partner,Europe,1,5,11,11,GET,200,/api/inquiries,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.81.49,495
2025-01-25 02:00:00,6,3,Lerato,AI-Analytics,25-34,Other,Australia,Email Campaign,Oceania,2,2,24,24,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.152.17,634
2025-01-25 06:00:00,7,4,Kagiso,AI-Analytics,45-54,Other,USA,Social Media,North America,6,3,22,22,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.120.229,793
2025-01-25 07:00:00,8,7,Kagiso,AI-Chatbot,55+,Other,Australia,Website,Oceania,7,2,31,31,POST,404,/api/error,curl/7.68.0,192.168.84.251,968
2025-01-25 08:00:00,3,3,Kagiso,AI-Vision,45-54,Male,USA,Direct,North America,8,3,17,16,PUT,200,/api/update,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",172.16.103.136,1736
2025-01-25 10:00:00,6,7,Lerato,AI-Analytics,45-54,Other,USA,Social Media,North America,10,7,23,24,POST,500,/api/error,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.22.32,1496
2025-01-25 13:00:00,4,4,Kagiso,AI-Analytics,45-54,Male,Kenya,Social Media,Africa,13,4,20,19,GET,200,/api/inquiries,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.104.61,434
2025-01-25 16:00:00,5,6,Momphitisi,AI-Automation,45-54,Male,Kenya,Direct,Africa,16,9,19,19,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.19.254,493
2025-01-25 18:00:00,3,3,Momphitisi,AI-Analytics,18-24,Female,India,Email Campaign,Asia,18,2,11,11,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.170.105,410
2025-01-25 18:00:00,4,3,Momphitisi,AI-Automation,35-44,Female,UK,Email Campaign,Europe,18,2,17,17,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.78.110,545
2025-01-25 18:00:00,6,4,Kagiso,AI-Vision,45-54,Female,Germany,Social Media,Europe,18,2,22,22,GET,200,/api/inquiries,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.139.138,420
2025-01-25 18:00:00,4,6,Naledi,AI-Automation,35-44,Female,South Africa,Website,Africa,18,2,14,15,POST,404,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.39.54,1183
2025-01-25 19:00:00,10,4,Kagiso,AI-Chatbot,18-24,Female,Kenya,Direct,Africa,19,2,37,37,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.216.190,630
2025-01-25 19:00:00,7,2,Tshepo,AI-Vision,18-24,Male,UK,Social Media,Europe,19,3,29,29,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.5.140,617
2025-01-25 21:00:00,5,2,Tshepo,AI-Analytics,55+,Female,Germany,Social Media,Europe,21,2,19,19,GET,200,/api/inquiries,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.89.7,777
2025-01-26 00:00:00,8,3,Naledi,AI-Chatbot,25-34,Other,South Africa,Email Campaign,Africa,0,2,27,26,PUT,200,/api/update,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",172.16.115.232,1704
2025-01-26 02:00:00,5,3,Naledi,AI-Automation,25-34,Other,Kenya,Partner,Africa,2,3,19,19,PUT,200,/api/update,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",172.16.201.112,1404
2025-01-26 04:00:00,4,11,Tshepo,AI-Chatbot,55+,Male,Brazil,Partner,South America,4,2,17,17,GET,500,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.170.183,1406
2025-01-26 07:00:00,7,1,Tshepo,AI-Analytics,45-54,Other,Nigeria,Partner,Africa,7,6,28,27,PUT,200,/api/update,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",172.16.164.177,1553
2025-01-26 08:00:00,3,4,Naledi,AI-Vision,25-34,Other,Kenya,Social Media,Africa,8,2,15,15,GET,500,/api/error,curl/7.68.0,192.168.177.149,881
2025-01-26 09:00:00,1,10,Kagiso,AI-Analytics,45-54,Other,Nigeria,Social Media,Africa,9,10,2,2,POST,400,/api/submit,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",10.0.214.57,2311
2025-01-26 10:00:00,4,4,Lerato,AI-Vision,25-34,Other,Australia,Social Media,Oceania,10,6,16,16,PUT,200,/api/update,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",172.16.83.191,1483
2025-01-26 10:00:00,5,3,Tshepo,AI-Analytics,35-44,Female,Germany,Partner,Europe,10,7,19,18,POST,201,/api/submit,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",10.0.59.166,2185
2025-01-26 12:00:00,4,3,Lerato,AI-Chatbot,25-34,Female,Brazil,Direct,South America,12,6,14,14,POST,400,/api/submit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",10.0.208.184,2512
2025-01-26 14:00:00,7,5,Lerato,AI-Analytics,25-34,Female,India,Website,Asia,14,9,22,22,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.130.84,594
2025-01-26 14:00:00,3,3,Momphitisi,AI-Analytics,18-24,Other,Nigeria,Email Campaign,Africa,14,4,12,13,POST,400,/api/submit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",10.0.0.55,1885
2025-01-26 20:00:00,1,4,Tshepo,AI-Vision,35-44,Other,South Africa,Social Media,Africa,20,2,14,14,POST,201,/api/submit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",10.0.81.71,2606
2025-01-26 21:00:00,0,3,Tshepo,AI-Automation,45-54,Female,Kenya,Partner,Africa,21,2,5,5,POST,404,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.21.175,1382
2025-01-26 21:00:00,7,2,Kagiso,AI-Chatbot,55+,Other,South Africa,Email Campaign,Africa,21,4,25,25,GET,404,/api/inquiries,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.222.250,322
2025-01-26 22:00:00,8,2,Kagiso,AI-Automation,25-34,Female,India,Email Campaign,Asia,22,4,33,33,POST,201,/api/submit,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",10.0.186.45,1596
2025-01-27 02:00:00,1,6,Momphitisi,AI-Automation,45-54,Other,Brazil,Partner,South America,2,2,9,9,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.216.183,531
2025-01-27 02:00:00,4,3,Tshepo,AI-Chatbot,55+,Female,Brazil,Email Campaign,South America,2,4,17,17,POST,500,/api/error,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.165.158,980
2025-01-27 03:00:00,5,4,Kagiso,AI-Automation,25-34,Male,Australia,Direct,Oceania,3,7,18,18,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.106.95,451
2025-01-27 04:00:00,7,4,Momphitisi,AI-Analytics,45-54,Male,Nigeria,Social Media,Africa,4,1,24,25,GET,200,/api/inquiries,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.44.243,792
2025-01-27 05:00:00,3,6,Lerato,AI-Chatbot,45-54,Male,Kenya,Direct,Africa,5,1,16,15,POST,404,/api/error,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.169.218,540
2025-01-27 06:00:00,2,4,Kagiso,AI-Automation,25-34,Female,Brazil,Social Media,South America,6,2,10,10,POST,201,/api/submit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",10.0.244.21,2768
2025-01-27 07:00:00,1,6,Kagiso,AI-Vision,45-54,Male,Germany,Email Campaign,Europe,7,3,7,7,GET,500,/api/error,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.65.14,597
2025-01-27 08:00:00,6,4,Lerato,AI-Chatbot,25-34,Other,South Africa,Email Campaign,Africa,8,5,24,23,GET,500,/api/error,Python-urllib/3.9,192.168.179.251,1101
2025-01-27 09:00:00,6,0,Kagiso,AI-Chatbot,25-34,Male,Australia,Direct,Oceania,9,6,19,20,PUT,200,/api/update,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",172.16.251.89,1714
2025-01-27 11:00:00,4,3,Naledi,AI-Analytics,55+,Male,UK,Email Campaign,Europe,11,10,17,18,GET,500,/api/error,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.198.24,974
2025-01-27 11:00:00,9,6,Momphitisi,AI-Vision,45-54,Other,USA,Email Campaign,North America,11,4,34,35,PUT,200,/api/update,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",172.16.48.232,1084
2025-01-27 16:00:00,4,3,Lerato,AI-Chatbot,18-24,Other,USA,Partner,North America,16,4,14,14,GET,500,/api/error,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.130.242,859
2025-01-27 17:00:00,7,3,Tshepo,AI-Automation,45-54,Male,Kenya,Direct,Africa,17,12,27,28,GET,500,/api/error,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.198.191,807
2025-01-27 18:00:00,3,1,Lerato,AI-Automation,18-24,Female,India,Website,Asia,18,2,12,12,PUT,200,/api/update,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",172.16.49.97,1554
2025-01-27 19:00:00,5,3,Tshepo,AI-Automation,18-24,Female,Japan,Direct,Asia,19,4,21,22,GET,404,/api/error,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.123.207,1211
2025-01-28 00:00:00,9,4,Naledi,AI-Vision,25-34,Male,South Africa,Partner,Africa,0,1,33,32,GET,404,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.61.12,1396
2025-01-28 03:00:00,10,4,Momphitisi,AI-Vision,45-54,Female,Germany,Social Media,Europe,3,3,32,32,GET,200,/api/inquiries,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.4.155,640
2025-01-28 04:00:00,5,3,Momphitisi,AI-Automation,25-34,Female,Japan,Partner,Asia,4,3,22,23,POST,201,/api/submit,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",10.0.109.96,1999
2025-01-28 08:00:00,5,9,Kagiso,AI-Vision,55+,Other,USA,Partner,North America,8,2,17,17,POST,500,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.198.36,601
2025-01-28 09:00:00,8,7,Tshepo,AI-Vision,45-54,Female,Brazil,Website,South America,9,4,28,27,GET,500,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.12.224,642
2025-01-28 09:00:00,7,2,Tshepo,AI-Chatbot,18-24,Male,Nigeria,Partner,Africa,9,9,21,21,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.75.153,418
2025-01-28 14:00:00,4,4,Lerato,AI-Analytics,55+,Other,Brazil,Email Campaign,South America,14,6,16,15,GET,200,/api/inquiries,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",192.168.101.246,795
2025-01-28 16:00:00,6,1,Kagiso,AI-Automation,25-34,Male,India,Direct,Asia,16,12,22,23,GET,200,/api/inquiries,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",192.168.183.243,749
2025-01-28 17:00:00,2,7,Tshepo,AI-Analytics,45-54,Female,Nigeria,Partner,Africa,17,1,11,11,GET,500,/api/error,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",192.168.192.22,1294
